Id,Orientation
1427,202.380537
1428,199.652563
1429,195.709686
1430,210.256104
1431,197.018617
1432,237.802599
1433,238.108411
1434,237.724525
1435,240.749619
1436,237.381366
1437,231.340079
1438,235.560754
1439,206.561005
1440,210.257459
1441,203.200192
1442,206.564752
1443,210.801140
1444,208.178118
1445,205.958566
1446,204.376046
1447,209.604030
1448,204.227953
1449,206.564530
1450,206.564620
1451,210.699927
1452,199.655500
1453,171.466706
1454,179.999767
1455,150.946269
1456,129.608100
1457,152.978590
1458,150.642971
1459,156.367816
1460,159.443772
1461,169.377981
1462,179.999767
1463,196.697969
1464,202.622627
1465,212.010013
1466,194.035643
1467,209.356080
1468,237.995027
1469,242.446294
1470,32.872353
1471,35.286492
1472,40.135253
1473,35.610629
1474,28.300524
1475,18.904329
1476,8.615416
1477,0.475815
1478,144.148336
1479,129.587899
1480,150.068238
1481,167.927612
1482,183.179670
1483,194.195474
1484,195.945113
1485,193.706715
1486,178.430408
1487,149.300134
1488,141.043847
1489,128.877810
1490,126.788212
1491,134.533939
1492,142.835291
1493,155.711851
1494,155.876342
1495,151.389321
1496,146.453642
1497,147.760745
1498,157.688552
1499,162.467470
1500,160.559804
1501,155.658920
1502,146.864369
1503,156.279431
1504,168.111157
1505,161.371882
1506,156.570976
1507,150.865671
1508,195.578644
1509,194.540419
1510,187.124220
1511,177.613963
1512,179.999767
1513,192.093809
1514,184.767506
1515,186.580301
1516,215.870952
1517,221.185022
1518,214.101122
1519,212.735285
1520,214.286497
1521,212.733406
1522,214.380267
1523,206.563562
1524,208.939112
1525,208.621411
1526,207.254816
1527,224.999768
1528,252.071650
1529,274.592921
1530,233.311142
1531,233.204740
1532,233.827423
1533,236.311167
1534,235.751728
1535,168.476548
1536,151.907511
1537,153.432314
1538,157.027728
1539,161.564818
1540,163.854937
1541,168.690230
1542,166.156025
1543,178.181525
1544,183.180041
1545,181.168851
1546,180.867785
1547,178.090668
1548,178.451679
1549,177.136979
1550,177.315383
1551,179.157970
1552,179.635054
1553,185.919825
1554,188.651999
1555,189.647803
1556,193.600511
1557,200.283245
1558,203.469907
1559,206.563946
1560,208.902852
1561,214.624642
1562,227.725079
1563,235.244112
1564,232.007797
1565,231.339179
1566,228.690644
1567,232.699127
1568,233.972246
1569,245.433115
1570,171.466888
1571,179.999767
1572,194.038619
1573,202.618212
1574,203.962380
1575,206.564819
1576,204.227713
1577,272.589316
1578,180.285851
1579,190.303749
1580,198.436458
1581,205.076765
1582,207.554444
1583,229.494241
1584,232.842080
1585,229.320194
1586,221.186840
1587,227.419152
1588,229.686255
1589,222.356601
1590,220.872310
1591,221.855513
1592,218.926553
1593,225.348321
1594,147.750142
1595,151.553708
1596,143.130162
1597,149.021642
1598,316.908783
1599,310.260384
1600,315.909481
1601,321.974964
1602,341.563489
1603,342.646630
1604,347.195940
1605,357.316109
1606,358.754479
1607,3.065301
1608,2.046708
1609,0.374461
1610,144.953496
1611,105.543694
1612,91.177250
1613,70.674985
1614,207.880820
1615,138.591948
1616,294.677235
1617,292.595920
1618,297.552380
1619,298.997432
1620,301.610657
1621,314.994999
1622,320.201889
1623,326.975422
1624,339.434779
1625,351.873881
1626,347.470291
1627,346.277470
1628,345.960071
1629,335.623198
1630,335.095710
1631,339.443430
1632,351.792328
1633,354.507482
1634,335.771915
1635,304.591204
1636,295.388057
1637,299.322031
1638,306.415829
1639,324.155303
1640,98.918616
1641,230.882886
1642,46.118032
1643,138.508446
1644,147.033113
1645,163.711938
1646,164.796699
1647,164.251368
1648,165.934033
1649,163.779963
1650,161.411298
1651,168.029976
1652,172.293851
1653,176.986909
1654,178.352360
1655,183.626887
1656,188.476190
1657,185.673920
1658,186.576222
1659,182.535533
1660,181.244016
1661,180.762680
1662,177.875698
1663,169.329461
1664,163.326427
1665,159.019810
1666,157.816911
1667,158.291461
1668,156.599755
1669,155.502549
1670,161.264654
1671,176.679456
1672,182.668971
1673,186.803239
1674,186.528421
1675,184.533332
1676,172.052646
1677,160.655472
1678,143.336526
1679,130.600786
1680,121.570441
1681,119.053830
1682,100.544662
1683,100.588715
1684,101.677786
1685,96.658592
1686,105.254571
1687,210.866522
1688,209.786282
1689,214.383229
1690,214.172408
1691,216.450485
1692,122.230095
1693,216.439443
1694,192.530430
1695,207.737612
1696,211.402393
1697,208.219460
1698,156.800323
1699,179.999767
1700,187.907774
1701,192.803558
1702,198.804553
1703,198.434565
1704,199.093234
1705,196.263152
1706,193.805208
1707,204.271918
1708,219.199707
1709,221.592839
1710,214.703940
1711,41.823486
1712,51.486458
1713,55.304947
1714,55.492177
1715,59.299862
1716,57.651887
1717,214.610280
1718,156.151533
1719,16.485428
1720,26.563841
1721,22.874264
1722,34.991591
1723,21.938070
1724,26.561006
1725,25.228166
1726,23.070294
1727,22.619653
1728,24.225439
1729,21.225789
1730,23.466890
1731,21.711659
1732,213.689607
1733,212.713431
1734,212.582695
1735,212.450538
1736,82.132082
1737,232.878675
1738,233.972481
1739,231.891939
1740,228.154088
1741,227.725970
1742,224.192857
1743,218.157335
1744,217.933671
1745,217.164108
1746,218.658990
1747,215.837908
1748,218.219987
1749,220.601345
1750,222.397305
1751,220.871790
1752,225.001615
1753,222.273022
1754,219.288105
1755,216.027530
1756,209.053239
1757,202.613381
1758,195.945843
1759,195.860362
1760,183.179450
1761,187.123306
1762,188.365043
1763,192.680779
1764,189.462090
1765,185.863480
1766,196.121504
1767,211.140053
1768,200.923327
1769,206.564819
1770,200.185735
1771,201.801591
1772,205.795816
1773,208.178262
1774,209.898534
1775,209.744649
1776,206.564819
1777,209.359801
1778,212.573562
1779,214.159043
1780,214.991788
1781,228.012423
1782,232.764642
1783,232.914243
1784,221.948058
1785,272.584429
1786,275.193999
1787,275.439883
1788,280.008633
1789,281.005902
1790,183.401279
1791,181.814043
1792,65.748390
1793,208.116004
1794,213.888529
1795,59.913652
1796,153.075409
1797,168.154637
1798,4.791728
1799,359.999767
1800,355.484651
1801,354.287014
1802,347.662279
1803,343.738788
1804,340.347054
1805,345.962876
1806,355.914262
1807,6.339713
1808,14.024578
1809,29.016832
1810,26.564776
1811,24.581209
1812,21.515461
1813,17.355684
1814,11.308854
1815,5.705967
1816,352.870126
1817,330.644342
1818,306.869591
1819,286.671241
1820,286.503490
1821,299.743096
1822,342.650335
1823,16.697523
1824,14.357468
1825,13.240360
1826,15.192127
1827,13.085855
1828,18.970406
1829,27.696208
1830,17.215277
1831,135.059106
1832,133.933458
1833,215.420440
1834,211.661780
1835,212.471063
1836,214.989352
1837,212.241537
1838,223.726776
1839,291.720852
1840,289.122900
1841,286.580192
1842,283.055115
1843,282.567193
1844,278.504792
1845,276.911003
1846,277.124777
1847,269.999767
1848,272.726082
1849,269.458253
1850,269.999767
1851,125.022058
1852,29.203883
1853,28.449481
1854,286.164301
1855,248.197898
1856,247.796120
1857,248.199623
1858,269.999767
1859,247.795627
1860,236.311167
1861,236.307500
1862,231.341212
1863,269.999767
1864,231.632513
1865,226.982542
1866,320.402490
1867,320.348039
1868,327.183423
1869,327.691009
1870,327.759517
1871,327.708818
1872,327.721577
